"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Barbalho I.; Valentim R.; Júnior M.D.; Barros D.; Júnior H.P.; Fernandes F.; Teixeira C.; Lima T.; Paiva J.; Nagem D.","Barbalho, Ingridy (57208330857); Valentim, Ricardo (35606294400); Júnior, Mário Dourado (57226258065); Barros, Daniele (57216405721); Júnior, Hércules Pedrosa (57226242794); Fernandes, Felipe (57208327846); Teixeira, César (55826531700); Lima, Thaísa (57226123657); Paiva, Jailton (57195063277); Nagem, Danilo (56966771800)","57208330857; 35606294400; 57226258065; 57216405721; 57226242794; 57208327846; 55826531700; 57226123657; 57195063277; 56966771800","National registry for amyotrophic lateral sclerosis: a systematic review for structuring population registries of motor neuron diseases","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110976981&doi=10.1186%2fs12883-021-02298-2&partnerID=40&md5=154e030603c1a97d9c2291ae9134dd30"
"De Holanda L.J.; Lindquist A.R.; Fernandes A.P.M.; Oliveira D.C.S.; Nagem D.A.P.; De M. Valentim R.A.; Morya E.; Krishnan S.","De Holanda, Ledycnarf Januario (57383340800); Lindquist, Ana Raquel (15521564300); Fernandes, Ana Paula M. (57223834988); Oliveira, Debora C.S. (57212088321); Nagem, Danilo A.P. (56966771800); De M. Valentim, Ricardo A. (26321565600); Morya, Edgard (6506185708); Krishnan, Sridhar (35611132500)","57383340800; 15521564300; 57223834988; 57212088321; 56966771800; 26321565600; 6506185708; 35611132500","Statistical Properties of Upper Limb Accelerometer Signals of Patients with Amyotrophic Lateral Sclerosis","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141626957&doi=10.1109%2fROMA55875.2022.9915673&partnerID=40&md5=66da38e9d5fad5a2003260f9a8ef7b08"
"Lopes A.; Pereira M.","Lopes, Alba (53865038500); Pereira, Monica (23135826400)","53865038500; 23135826400","Fast DSE of reconfigurable accelerator systems via ensemble machine learning","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106745779&doi=10.1007%2fs10470-021-01885-0&partnerID=40&md5=70e4aa4c190e942df7533a8674240b38"
"de Araújo Barbosa A.L.; dos Anjos A.B.L.; Azoni C.A.S.","de Araújo Barbosa, Alexandre Lucas (57223086410); dos Anjos, Ana Beatriz Leite (58294163500); Azoni, Cíntia Alves Salgado (55214960100)","57223086410; 58294163500; 55214960100","Learning impacts on elementary education students during physical and social distancing due COVID-19; [Impactos na aprendizagem de estudantes da educação básica durante o isolamento físico social pela pandemia do COVID-19]","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133214848&doi=10.1590%2f2317-1782%2f20212020373&partnerID=40&md5=d425a170cacc5061529f0d30ea7ed327"
"Lima J.P.; Costa J.A.","Lima, João Pedro (57268897200); Costa, José Alfredo (7402460809)","57268897200; 7402460809","Comparing Clustering Techniques on Brazilian Legal Document Datasets","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139058483&doi=10.1007%2f978-3-031-15471-3_9&partnerID=40&md5=282f387feaeea4a4afde04a9c418ed56"
"Andreazi G.T.; Estrella J.C.; Bruschi S.M.; Immich R.; Guidoni D.; Júnior L.A.P.; Meneguette R.I.","Andreazi, Gabriel Tomiatti (57192645160); Estrella, Júlio Cezar (15059935900); Bruschi, Sarita Mazzini (8947191600); Immich, Roger (23990618900); Guidoni, Daniel (24070391000); Júnior, Lourenço Alves Pereira (57524307800); Meneguette, Rodolfo Ipolito (55549293300)","57192645160; 15059935900; 8947191600; 23990618900; 24070391000; 57524307800; 55549293300","MoHRiPA—An architecture for hybrid resources management of private cloud environments","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117001445&doi=10.3390%2fs21206857&partnerID=40&md5=f6ffb7e887d9a3faf405396e68f12dbd"
"Silva J.L.A.; Souza A.F.; Vitória A.P.","Silva, José Luiz Alves (57189989486); Souza, Alexandre F. (7103402648); Vitória, Angela Pierre (6603548541)","57189989486; 7103402648; 6603548541","Historical and current environmental selection on functional traits of trees in the Atlantic Forest biodiversity hotspot","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113601317&doi=10.1111%2fjvs.13049&partnerID=40&md5=a17f6d258f58378f45e57cbaa749dac9"
"Marques A.O.; de Sousa A.N.; Bernardes V.P.; Bernardo C.H.; Reis D.M.; Godoy A.T.; Fransozo A.","Marques, Alexandre Oliveira (57220063204); de Sousa, Aline Nonato (57190123111); Bernardes, Veronica Pereira (57190127082); Bernardo, Camila Hipolito (57190125942); Reis, Danielle Monique (57217092070); Godoy, Amanda Thaís (57224802295); Fransozo, Adilson (6701728951)","57220063204; 57190123111; 57190127082; 57190125942; 57217092070; 57224802295; 6701728951","Evaluation of caridean ecological distribution in the Ubatuba region, southeastern Brazilian coast using unsupervised machine learning technique","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111745362&doi=10.1111%2fmaec.12673&partnerID=40&md5=49d6977e9e6d8885440eab2f72593467"
"de Araújo A.C.; Ovens A.P.","de Araújo, Allyson Carvalho (57215593299); Ovens, Alan Patrick (26429911800)","57215593299; 26429911800","SOCIAL DISTANCING AND PHYSICAL EDUCATION TEACHING: STRATEGIES, TECHNOLOGIES, AND NEW LEARNING; [DISTANCIAMENTO SOCIAL E O ENSINO DE EDUCAÇÃO FÍSICA: ESTRATÉGIAS, TECNOLOGIAS E NOVOS APRENDIZADOS +]; [DISTANCIAMIENTO SOCIAL Y ENSEÑANZA DE EDUCACIÓN FÍSICA: ESTRATEGIAS, TECNOLOGÍAS Y NUEVOS APRENDIZAJES +]","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130039338&doi=10.22456%2f1982-8918.122671&partnerID=40&md5=56b85c281181ac890c819a54e6f6682b"
"Freire de Oliveira T.H.; de Souza Medeiros L.P.; Dória Neto A.D.; Melo J.D.","Freire de Oliveira, Thiago Henrique (57191658407); de Souza Medeiros, Luiz Paulo (57220022529); Dória Neto, Adrião Duarte (57211278113); Melo, Jorge Dantas (55664205300)","57191658407; 57220022529; 57211278113; 55664205300","Q-Managed: A new algorithm for a multiobjective reinforcement learning[Formula presented]","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115859458&doi=10.1016%2fj.simpa.2021.100089&partnerID=40&md5=38b0d39178fa70697bdcb4855531f04a"
"Pinheiro de Almeida T.L.; Fonseca Passos B.A.; Santos da Costa J.L.; Neves Andrade A.J.","Pinheiro de Almeida, Thales Luiz (57221522133); Fonseca Passos, Bruno Andrey (57221532321); Santos da Costa, Jéssica Lia (57221536704); Neves Andrade, André José (7101975914)","57221522133; 57221532321; 57221536704; 7101975914","Identifying clay mineral using angular competitive neural network: A machine learning application for porosity estimative","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099350767&doi=10.1016%2fj.petrol.2020.108303&partnerID=40&md5=2a05bcd6ff0b35b114cc7142e8f2ad19"
"Lage-Freitas A.; Allende-Cid H.; Santana O.; Oliveira-Lage L.","Lage-Freitas, André (57197456656); Allende-Cid, Héctor (57208732887); Santana, Orivaldo (36608982900); Oliveira-Lage, Lívia (57699537200)","57197456656; 57208732887; 36608982900; 57699537200","Predicting Brazilian Court Decisions","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130341039&doi=10.7717%2fpeerj-cs.904&partnerID=40&md5=8e2050d0b4c5317c9ac7b31dce2c3115"
"Alves M.V.S.; Maciel L.I.L.; Ramalho R.R.F.; Lima L.A.S.; Vaz B.G.; Morais C.L.M.; Passos J.O.S.; Pegado R.; Lima K.M.G.","Alves, Marcelo V. S. (57348101200); Maciel, Lanaia I. L. (57211082399); Ramalho, Ruver R. F. (56462389700); Lima, Leomir A. S. (57222095254); Vaz, Boniek G. (57209170765); Morais, Camilo L. M. (57190219188); Passos, João O. S. (57218169582); Pegado, Rodrigo (57204449031); Lima, Kássio M. G. (56052429800)","57348101200; 57211082399; 56462389700; 57222095254; 57209170765; 57190219188; 57218169582; 57204449031; 56052429800","Multivariate classification techniques and mass spectrometry as a tool in the screening of patients with fibromyalgia","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119488078&doi=10.1038%2fs41598-021-02141-1&partnerID=40&md5=e3c6cb2ef384376e022c38a05e01fe0c"
"Feitosa-Neto A.A.; Xavier-Júnior J.C.; Canuto A.M.P.; Oliveira A.C.M.","Feitosa-Neto, Antonino A. (36628950100); Xavier-Júnior, João C. (56366404800); Canuto, Anne M. P. (15022041200); Oliveira, Alexandre C. M. (56851869200)","36628950100; 56366404800; 15022041200; 56851869200","A study of model and hyper-parameter selection strategies for classifier ensembles: a robust analysis on different optimization algorithms and extended results","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094856765&doi=10.1007%2fs11047-020-09816-0&partnerID=40&md5=e2e47548a3db80e64520c0425ba25432"
"Dantas L.H.A.; Andrade R.C.; Bezerra L.C.T.","Dantas, Lucas H. A. (57904187600); Andrade, Romerito C. (57903775400); Bezerra, Leonardo C. T. (37078903900)","57904187600; 57903775400; 37078903900","High school timetabling at a federal educational institute in Brazil","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138696586&doi=10.1109%2fCEC55065.2022.9870388&partnerID=40&md5=6fcfdb09da0aff45c3317f77b120c51e"
"Moioli R.C.; Nardelli P.H.J.; Barros M.T.; Saad W.; Hekmatmanesh A.; Silva P.E.G.; De Sena A.S.; Dzaferagic M.; Siljak H.; Van Leekwijck W.; Melgarejo D.C.; Latre S.","Moioli, Renan Cipriano (13006817400); Nardelli, Pedro H. J. (24781106100); Barros, Michael Taynnan (57203080843); Saad, Walid (57203259001); Hekmatmanesh, Amin (56568363300); Silva, Pedro E. Goria (57211890834); De Sena, Arthur Sousa (57212444966); Dzaferagic, Merim (55338486000); Siljak, Harun (37097991800); Van Leekwijck, Werner (6505797482); Melgarejo, Dick Carrillo (57220357430); Latre, Steven (24470054300)","13006817400; 24781106100; 57203080843; 57203259001; 56568363300; 57211890834; 57212444966; 55338486000; 37097991800; 6505797482; 57220357430; 24470054300","Neurosciences and wireless networks: The potential of brain-type communications and their applications","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112401169&doi=10.1109%2fCOMST.2021.3090778&partnerID=40&md5=66fe88b02010fc15fc1cd01be208965d"
"De Oliveira Meira M.; De Paula Canuto A.M.; De Carvalho B.M.; Cavalcanti Jales R.L.","De Oliveira Meira, Marcilio (57943463300); De Paula Canuto, Anne Magaly (15022041200); De Carvalho, Bruno Motta (57944188500); Cavalcanti Jales, Roberto Levi (57943463400)","57943463300; 15022041200; 57944188500; 57943463400","Evaluating Brain Regions That Characterize Attention Deficit/Hyperactivity Disorder Based on SPECT Images and Machine Learning Models","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140735738&doi=10.1109%2fIJCNN55064.2022.9892968&partnerID=40&md5=8538be64d6b29856030dda5f95158458"
"Barreto C.A.S.; Gorgonio A.C.; Xavier-Junior J.C.; De Paula Canuto A.M.","Barreto, Cephas A. S. (57195322096); Gorgonio, Arthur Costa (57203487741); Xavier-Junior, Joao C. (56366404800); De Paula Canuto, Anne Magaly (15022041200)","57195322096; 57203487741; 56366404800; 15022041200","Applying Efficient Selection Techniques of Unlabeled Instances for Wrapper-Based Semi-Supervised Methods","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129211850&doi=10.1109%2fACCESS.2022.3169498&partnerID=40&md5=45828071aa98ca6e3d84f84e5480a283"
"Lam K.W.F.; Csizmadia S.; Astudillo-Defru N.; Bonfils X.; Gandolfi D.; Padovan S.; Esposito M.; Hellier C.; Hirano T.; Livingston J.; Murgas F.; Smith A.M.S.; Collins K.A.; Mathur S.; Garcia R.A.; Howell S.B.; Santos N.C.; Dai F.; Ricker G.R.; Vanderspek R.; Latham D.W.; Seager S.; Winn J.N.; Jenkins J.M.; Albrecht S.; Almenara J.M.; Artigau E.; Barragán O.; Bouchy F.; Cabrera J.; Charbonneau D.; Chaturvedi P.; Chaushev A.; Christiansen J.L.; Cochran W.D.; de Meideiros J.R.; Delfosse X.; Díaz R.F.; Doyon R.; Eigmüller P.; Figueira P.; Forveille T.; Fridlund M.; Gaisné G.; Goffo E.; Georgieva I.; Grziwa S.; Guenther E.; Hatzes A.P.; Johnson M.C.; Kabáth P.; Knudstrup E.; Korth J.; Lewin P.; Lissauer J.J.; Lovis C.; Luque R.; Melo C.; Morgan E.H.; Morris R.; Mayor M.; Narita N.; Osborne H.L.M.; Palle E.; Pepe F.; Persson C.M.; Quinn S.N.; Rauer H.; Redfield S.; Schlieder J.E.; Ségransan D.; Serrano L.M.; Smith J.C.; Šubjak J.; Twicken J.D.; Udry S.; van Eylen V.; Vezie M.","Lam, Kristine W.F. (56708002900); Csizmadia, Szilárd (15051468500); Astudillo-Defru, Nicola (55815763300); Bonfils, Xavier (17345124500); Gandolfi, Davide (25723154100); Padovan, Sebastiano (55446049600); Esposito, Massimiliano (57214531455); Hellier, Coel (7007145482); Hirano, Teruyuki (55456655900); Livingston, John (55440665300); Murgas, Felipe (40561553100); Smith, Alexis M.S. (58195757700); Collins, Karen A. (26435028500); Mathur, Savita (16024907900); Garcia, Rafael A. (7403264053); Howell, Steve B. (7402274056); Santos, Nuno C. (35459624400); Dai, Fei (56939943400); Ricker, George R. (7006676673); Vanderspek, Roland (6602842668); Latham, David W. (7005728210); Seager, Sara (35248931300); Winn, Joshua N. (35514528300); Jenkins, Jon M. (7402868145); Albrecht, Simon (15126741200); Almenara, Jose M. (35313302800); Artigau, Etienne (6505850637); Barragán, Oscar (55809224100); Bouchy, François (6603747336); Cabrera, Juan (7202881897); Charbonneau, David (35228523700); Chaturvedi, Priyanka (56054586100); Chaushev, Alexander (57193733050); Christiansen, Jessie L. (57203228965); Cochran, William D. (59101981600); de Meideiros, José R. (57363974600); Delfosse, Xavier (6701872272); Díaz, Rodrigo F. (24502677100); Doyon, René (7004341868); Eigmüller, Philipp (22834456700); Figueira, Pedro (56897006800); Forveille, Thierry (7003444714); Fridlund, Malcolm (6603520125); Gaisné, Guillaume (57203680897); Goffo, Elisa (57221150086); Georgieva, Iskra (57216756477); Grziwa, Sascha (54879324300); Guenther, Eike (36817951900); Hatzes, Artie P. (24741058500); Johnson, Marshall C. (57199171671); Kabáth, Petr (18935270500); Knudstrup, Emil (57202095302); Korth, Judith (56046489600); Lewin, Pablo (57200411875); Lissauer, Jack J. (7004255366); Lovis, Christophe (21635826000); Luque, Rafael (57194868074); Melo, Claudio (7005616090); Morgan, Edward H. (7201411578); Morris, Robert (36841239900); Mayor, Michel (8579910500); Narita, Norio (8872076300); Osborne, Hannah L.M. (57222027441); Palle, Enric (57188660772); Pepe, Francesco (9532342600); Persson, Carina M. (23068317200); Quinn, Samuel N. (24281903600); Rauer, Heike (24921885300); Redfield, Seth (6603699060); Schlieder, Joshua E. (14068146400); Ségransan, Damien (8873704200); Serrano, Luisa M. (57191365015); Smith, Jeffrey C. (44561728800); Šubjak, Ján (57214379387); Twicken, Joseph D. (6603384325); Udry, Stéphane (7003897842); van Eylen, Vincent (55535021700); Vezie, Michael (57192301941)","56708002900; 15051468500; 55815763300; 17345124500; 25723154100; 55446049600; 57214531455; 7007145482; 55456655900; 55440665300; 40561553100; 58195757700; 26435028500; 16024907900; 7403264053; 7402274056; 35459624400; 56939943400; 7006676673; 6602842668; 7005728210; 35248931300; 35514528300; 7402868145; 15126741200; 35313302800; 6505850637; 55809224100; 6603747336; 7202881897; 35228523700; 56054586100; 57193733050; 57203228965; 59101981600; 57363974600; 6701872272; 24502677100; 7004341868; 22834456700; 56897006800; 7003444714; 6603520125; 57203680897; 57221150086; 57216756477; 54879324300; 36817951900; 24741058500; 57199171671; 18935270500; 57202095302; 56046489600; 57200411875; 7004255366; 21635826000; 57194868074; 7005616090; 7201411578; 36841239900; 8579910500; 8872076300; 57222027441; 57188660772; 9532342600; 23068317200; 24281903600; 24921885300; 6603699060; 14068146400; 8873704200; 57191365015; 44561728800; 57214379387; 6603384325; 7003897842; 55535021700; 57192301941","GJ 367b: A dense, ultrashort-period sub-Earth planet transiting a nearby red dwarf star","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120699396&doi=10.1126%2fscience.aay3253&partnerID=40&md5=b0420a1c51e15c92905b94cc1022d270"
"Andrade P.; Silva I.; Signoretti G.; Silva M.; Dias J.; Marques L.; Costa D.G.","Andrade, Pedro (57225443488); Silva, Ivanovitch (36537969500); Signoretti, Gabriel (57192920994); Silva, Marianne (57207807053); Dias, Joao (57210464371); Marques, Lucas (57226595940); Costa, Daniel G. (35519411300)","57225443488; 36537969500; 57192920994; 57207807053; 57210464371; 57226595940; 35519411300","An unsupervised TinyML approach applied for pavement anomalies detection under the internet of intelligent vehicles","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112074895&doi=10.1109%2fMetroInd4.0IoT51437.2021.9488546&partnerID=40&md5=c1f717bc20b538bad438de2e605ffa58"
"Flores T.K.S.; Villanueva J.M.M.; Gomes H.P.; Catunda S.Y.C.","Flores, Thommas Kevin Sales (57211156889); Villanueva, Juan Moises Mauricio (26665750100); Gomes, Heber Pimentel (15044167000); Catunda, Sebastian Yuri Cavalcanti (6602674444)","57211156889; 26665750100; 15044167000; 6602674444","Adaptive pressure control system based on the maximum correntropy criterion","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111454445&doi=10.3390%2fs21155156&partnerID=40&md5=3bbe18e0346444d95be654465bd50768"
"Flores T.; Silva M.; Andrade P.; Silva J.; Silva I.; Sisinni E.; Ferrari P.; Rinaldi S.","Flores, Thommas (57211156889); Silva, Marianne (57207807053); Andrade, Pedro (57225443488); Silva, Jordao (55447877300); Silva, Ivanovitch (36537969500); Sisinni, Emiliano (24777116800); Ferrari, Paolo (57195277194); Rinaldi, Stefano (24477983100)","57211156889; 57207807053; 57225443488; 55447877300; 36537969500; 24777116800; 57195277194; 24477983100","A TinyML Soft-Sensor for the Internet of Intelligent Vehicles","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137181777&doi=10.1109%2fMetroAutomotive54295.2022.9855110&partnerID=40&md5=d20893b7a12258a13014b19a5d1066da"
"Laranjeira J.A.S.; Ferrer M.M.; Albuquerque A.R.; Paskocimas C.A.; Sambrano J.R.; Fabris G.S.L.","Laranjeira, José A. S. (57214856075); Ferrer, Mateus M. (54882190100); Albuquerque, Anderson R. (36611312900); Paskocimas, Carlos A. (6603828646); Sambrano, Julio R. (55915692000); Fabris, Guilherme S. L. (57195625097)","57214856075; 54882190100; 36611312900; 6603828646; 55915692000; 57195625097","Computational Simulations to Predict the Morphology of Nanostructures and Their Properties","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138148405&doi=10.1007%2f978-3-031-07622-0_10&partnerID=40&md5=dac7aab524ea2c4549a1cfab0ec75fbc"
"Paiva R.; Santiago R.; Bedregal B.; Rivieccio U.","Paiva, Rui (57203242664); Santiago, Regivan (7006674404); Bedregal, Benjamín (15520790700); Rivieccio, Umberto (26632629800)","57203242664; 7006674404; 15520790700; 26632629800","Inflationary BL-algebras obtained from 2-dimensional general overlap functions","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098884078&doi=10.1016%2fj.fss.2020.12.018&partnerID=40&md5=b943bacbad5cc9c6d543ee0cfc06ca33"
"Guimaraes C.J.B.V.; Torquato M.F.; Fernandes M.A.C.","Guimaraes, Caio J. B. V. (57219227412); Torquato, Matheus F. (57195314921); Fernandes, MacElo A. C. (7202947679)","57219227412; 57195314921; 7202947679","Optimization of MLP Neural Networks in 8-bit Microcontrollers using Program Memory","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116404536&doi=10.1109%2fIJCNN52387.2021.9533594&partnerID=40&md5=112a9965f56107c9ecc8aefad85abfe5"
"Cardoso-Pereira I.; Borges J.B.; Barros P.H.; Loureiro A.F.; Rosso O.A.; Ramos H.S.","Cardoso-Pereira, Isadora (57191339334); Borges, João B. (57209835136); Barros, Pedro H. (55641220100); Loureiro, Antonio F. (7006541504); Rosso, Osvaldo A. (7003989981); Ramos, Heitor S. (25655377800)","57191339334; 57209835136; 55641220100; 7006541504; 7003989981; 25655377800","Leveraging the self-transition probability of ordinal patterns transition network for transportation mode identification based on GPS data","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120341963&doi=10.1007%2fs11071-021-07059-x&partnerID=40&md5=b9228077b0d9fdaea0f0b69c52a2d17e"
"Barros W.K.P.; Dias L.A.; Fernandes M.A.C.","Barros, Wysterlânya K. P. (57217063870); Dias, Leonardo A. (57216084309); Fernandes, Marcelo A. C. (7202947679)","57217063870; 57216084309; 7202947679","Fully parallel implementation of otsu automatic image thresholding algorithm on fpga","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108056230&doi=10.3390%2fs21124151&partnerID=40&md5=023c7b05316023bac401fc58d7650025"
"Diógenes Do Rego I.; de Sousa V.A., Jr.","Diógenes Do Rego, Iago (57354214400); de Sousa, Vicente A. (6603844872)","57354214400; 6603844872","Solution for interference in hotspot scenarios applying Q-learning on FFR-based ICIC techniques","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119951950&doi=10.3390%2fs21237899&partnerID=40&md5=8f961d36283d155972e5759dd66e0c70"
